SK_ID_CURR,TARGET
171202,0.030253541566626827
171203,0.08431124614356172
171204,0.1379448265653871
171205,0.27087885973066433
171206,0.12398470936394353
171207,0.030765600111154395
171208,0.10156726422944586
171209,0.05773990396687918
171210,0.14785538036065013
171211,0.25186310439911685
171212,0.05876090367351619
171213,0.15897991687309823
171214,0.1646302986048068
171215,0.025836245643364803
171216,0.1274423054329525
171217,0.0988273931758051
171218,0.11607658591387628
171219,0.02154118200397261
171220,0.02818505806864532
171221,0.00910245430548169
171222,0.013933092945995127
171223,0.031016122842081703
171224,0.08896492958485291
171225,0.030900050950351244
171226,0.03992872357296947
171227,0.026936537804499856
171228,0.35632088691648145
171229,0.019937539925458304
171230,0.04004056340760098
171231,0.2460095411086744
171232,0.1894327619813226
171233,0.02040061398232732
171234,0.07432301444967276
171235,0.07798249106763822
171236,0.049727379002727126
171237,0.0692781584218109
171238,0.6986562266648491
171239,0.0935493363232821
171240,0.3523638429706246
171241,0.0127955309531667
171242,0.006337781980844732
171243,0.032195656902592386
171244,0.1888257336748462
171245,0.2975937962908732
171246,0.05112958236396054
171247,0.3559174355262992
171248,0.37543479636766747
171249,0.11364663817234084
171250,0.01907332219491814
171251,0.029908731648101754
171252,0.0077601352781282605
171253,0.5919554342819492
171254,0.4451587483821444
171255,0.11997158659315278
171256,0.01451370312739752
171257,0.023547031444484532
171258,0.16699759301194225
171259,0.03590016392630157
171260,0.014342441754683435
171261,0.01998615953604365
171262,0.02883526222263765
171263,0.026872136235114936
171264,0.006584634010642403
171265,0.013821106725536485
171266,0.01375070956561472
171267,0.04258141781925674
171268,0.10762425691554262
171269,0.32357910581034705
171270,0.016129690338608952
171271,0.035548034769151735
171272,0.029385936493555774
171273,0.2506798763666758
171274,0.0330960268580304
171275,0.026019737168595715
171276,0.21162176103682745
171277,0.09219026390019014
171278,0.0542379165385791
171279,0.05499396456407011
171280,0.2909764356940319
171281,0.06731810706281224
171282,0.041522636333939454
171283,0.020775209247178975
171284,0.3141007984984779
171285,0.10632932988984407
171286,0.016647619286362627
171287,0.09129035956103074
171288,0.04085541333246987
171289,0.01790685801406345
171290,0.23141707647588408
171291,0.10823669091505798
171292,0.07493298705758152
171293,0.009259052731131022
171294,0.10344273100307615
171295,0.1289432164888907
171296,0.06656288582356461
171297,0.3641044593408777
171298,0.03328836423997061
171299,0.11866653890030292
171300,0.07345787199210603
171301,0.12127558040264308
171302,0.7057896734426163
171303,0.04603339270967734
171304,0.17873832291009334
171305,0.056803771381400185
171306,0.03199404613385221
171307,0.053841120766358844
171308,0.024974517416736765
171309,0.006411547055364231
171310,0.025581468612922893
171311,0.060717367313720155
171312,0.07706009215646474
171313,0.11757865211309747
171314,0.033177916503939496
171315,0.04666804443126113
171316,0.07111350782994318
171317,0.33161913216509936
171318,0.41547734611332376
171319,0.11642284755102009
171320,0.03183248862326218
171321,0.019874222447461648
171322,0.033952882644803326
171323,0.09235027251302493
171324,0.12780452844777976
171325,0.020840149915587337
171326,0.032000248379515
171327,0.1684483055560772
171328,0.016932324994273492
171329,0.02556444026693603
171330,0.15973151126075433
171331,0.05016356457706843
171332,0.03252539653095554
171333,0.14949099484169126
171334,0.06958325205137607
171335,0.5089385662823476
171336,0.10704421369136359
171337,0.1749989650187418
171338,0.05210787867284184
171339,0.030766294003534474
171340,0.45178929263484174
171341,0.03550729687277598
171342,0.05767759860778345
171343,0.02470280969501188
171344,0.0929928642570028
171345,0.02018135317725556
171346,0.13255113787916012
171347,0.03520130245260496
171348,0.15611722507033515
171349,0.040314786108270745
171350,0.04518092919731356
171351,0.13649315340390486
171352,0.20724725441955016
171353,0.07526785432836602
171354,0.01814977753327967
171355,0.021359562264183653
171356,0.6352022430342381
171357,0.07165642183637412
171358,0.029060633277371503
171359,0.3284099511742142
171360,0.07232977891764476
171361,0.04806730492526445
171362,0.18415350004798103
171363,0.3759829609650506
171364,0.030935274616415077
171365,0.19966745220337442
171366,0.07463802022165557
171367,0.18521066172835657
171368,0.05281052199640413
171369,0.03960657702137082
171370,0.07377400150008481
171371,0.05621582190955268
171372,0.14442261639342205
171373,0.07559961731986403
171374,0.005686057110612017
171375,0.04261742641860766
171376,0.011921420052965986
171377,0.07056830322650302
171378,0.06287273105949207
171379,0.10250016014198969
171380,0.16323576932005843
171381,0.2048002643664245
171382,0.038509843072564554
171383,0.0023708944028836016
171384,0.010595872293304236
171385,0.02197921010695808
171386,0.059414519028319915
171387,0.07528282488388864
171388,0.14590475735133446
171389,0.07948841281221844
171390,0.007784710412666583
171391,0.01410070961943407
171392,0.05918154607639202
171393,0.1104269339957442
171394,0.060483859095790383
171395,0.11315669027828254
171396,0.04493781002027744
171397,0.09568093581874967
171398,0.03295578544741832
171399,0.17677468670579025
171400,0.04862553223730591
171401,0.041985748414199116
171402,0.03529298045043995
171403,0.09923739778141265
171404,0.056433389005287736
171405,0.009149625650797015
171406,0.013809144078170212
171407,0.07918255221052008
171408,0.008125538640406688
171409,0.21498301639744916
171410,0.23143526235242554
171411,0.13095574494236556
171412,0.04335088178947017
171413,0.02981349436435622
171414,0.010453800032132567
171415,0.037341670815964845
171416,0.014541173197808304
171417,0.05063174922947814
171418,0.06027241062643451
171419,0.079904448362755
171420,0.03110803575287115
171421,0.055233817964548466
171422,0.028963372983135855
171423,0.03249966265177167
171424,0.01043062243554718
171425,0.10210315490127919
171426,0.31697547385599534
171427,0.1682559750471398
171428,0.02268668365603347
171429,0.08089995682504096
171430,0.05312213341708406
171431,0.1776197988339012
171432,0.012098792296432535
171433,0.21604898476550044
171434,0.10624458861917929
171435,0.04223769038663465
171436,0.06007180293732571
171437,0.021941915789369833
171438,0.5521904650878596
171439,0.028052454398780534
171440,0.08282610497003393
171441,0.024875029394086576
171442,0.18562481987004517
171443,0.02606994049456693
171444,0.20315058894355897
171445,0.16909420114386445
171446,0.2525689803398883
171447,0.1706656832510853
171448,0.18161138104435853
171449,0.02636851903436523
171450,0.09606740172967178
171451,0.2962538836057635
171452,0.08041021629330126
171453,0.18383835215025363
171454,0.10155091906995366
171455,0.03333153442534153
171456,0.061981746017605144
171457,0.04962716301099594
171458,0.051112606006062065
171459,0.18575892552921586
171460,0.17614286787945155
171461,0.05391809809217371
171462,0.07545248123239784
171463,0.05015514694492492
171464,0.008852560349004607
171465,0.14112551995110367
171466,0.022336634576448532
171467,0.024514071081576033
171468,0.06483514860266724
171469,0.06019170549402627
171470,0.04367097656055563
171471,0.21525084337534578
171472,0.020384666893935484
171473,0.04619046895870647
171474,0.06289923269887801
171475,0.19965106322647477
171476,0.10227209081480206
171477,0.010755433191118246
171478,0.1783261053489495
171479,0.042988838817858276
171480,0.15523503301188604
171481,0.12108602324219961
171482,0.09896756535453495
171483,0.1239645249160665
171484,0.010302060927894425
171485,0.07626911269431534
171486,0.3812915705532503
171487,0.10059769643846259
171488,0.011290170839933887
171489,0.25376785997334916
171490,0.040856582034407146
171491,0.19895405041603056
171492,0.05281338984251472
171493,0.04430971183142371
171494,0.05728196550431028
171495,0.06484079239533012
171496,0.06437678807967322
171497,0.04102529756920346
171498,0.24870688105155564
171499,0.006692456532101414
171500,0.13378387320689838
171501,0.04945595744207874
171502,0.2182788743020503
171503,0.02113286135366545
171504,0.06324418567961383
171505,0.022136840097634225
171506,0.025104399238064443
171507,0.10557366368044264
171508,0.044320782969790154
171509,0.12374685546306079
171510,0.030741813897505414
171511,0.2000860211206404
171512,0.10110148889622411
171513,0.04370404988473047
171514,0.022491075546319687
171515,0.03548381892524779
171516,0.07217753369513402
171517,0.05120347457625056
171518,0.17521122224951802
171519,0.04020004321107864
171520,0.15059352030162543
171521,0.016849974535470442
171522,0.2921686549995391
171523,0.10936295312066022
171524,0.0651085196439123
171525,0.09805800840049116
171526,0.03172021413166473
171527,0.03378314758199657
171528,0.018776700553845223
171529,0.08885437955405981
171530,0.03549559808930719
171531,0.04913413741063876
171532,0.22341573608274282
171533,0.10661250093903368
171534,0.037874337190661356
171535,0.020817216407727324
171536,0.08089813847159485
171537,0.148570064239944
171538,0.06963764592315888
171539,0.018717321650277022
171540,0.07279481467399533
171541,0.053046603581973724
171542,0.15135278064264188
171543,0.029745142680445272
171544,0.0537236160444971
171545,0.05114033102219787
171546,0.04593491015913785
171547,0.09590053815122758
171548,0.04135310252144718
171549,0.007653826779642964
171550,0.013600165094462572
171551,0.022045419177801614
171552,0.058804654132479074
171553,0.022651175469584336
171554,0.41833498122206464
171555,0.07133316040556713
171556,0.0028369108896403933
171557,0.557788639970282
171558,0.11578119103734914
171559,0.019042341748255306
171560,0.12650214291348758
171561,0.05681033786527058
171562,0.17035975065205033
171563,0.12281679836862107
171564,0.1788017023283292
171565,0.009069296942873319
171566,0.14852610938161842
171567,0.01968699318871866
171568,0.010490858398494438
171569,0.08525529352579132
171570,0.027591895722788803
171571,0.01627812478932412
171572,0.03828538426521968
171573,0.016152982942411707
171574,0.17714224700009315
171575,0.13193556006469656
171576,0.06870021250270558
171577,0.025743546182113657
171578,0.04144000848426828
171579,0.022848856181443663
171580,0.01733684639047799
171581,0.025265420620108486
171582,0.02274570096852152
171583,0.05288787404209949
171584,0.049363842306774784
171585,0.038263925243795086
171586,0.06590212710077765
171587,0.025189491818140515
171588,0.03991915324226618
171589,0.03503593700406227
171590,0.07246895430720607
171591,0.032862028056717556
171592,0.024796688008266808
171593,0.31109654451286695
171594,0.05078912436107661
171595,0.12336454014907934
171596,0.029006546583517992
171597,0.13242279579543015
171598,0.02962589015970878
171599,0.024775540333343504
171600,0.15627736341763854
171601,0.06804569658159836
171602,0.15881833475094836
171603,0.0952463077841249
171604,0.22927423512010126
171605,0.02627759393372079
171606,0.05400856033796647
171607,0.028490665987868168
171608,0.013768492677957997
171609,0.08498932349046394
171610,0.05617183791065536
171611,0.051572761733326776
171612,0.04917072085515402
171613,0.02609001757766023
171614,0.006040214771643938
171615,0.03482245326659062
171616,0.05857566015487152
171617,0.0875724936697091
171618,0.02795944117350553
171619,0.0067673282679256725
171620,0.07569921129138468
171621,0.03450052095094371
171622,0.0701435479278966
171623,0.1854249754839381
171624,0.03166276474312335
171625,0.018336874978253696
171626,0.13689495889752684
171627,0.04340521069645856
171628,0.3138877433385211
171629,0.08637411569340152
171630,0.09650537224279422
171631,0.03590523911780804
171632,0.02240631772166379
171633,0.018973942900443144
171634,0.4097494388874311
171635,0.02595175957277643
171636,0.2244322202543896
171637,0.16128235726314083
171638,0.031526817356365956
171639,0.14512013731394363
171640,0.022478720051811302
171641,0.028799513964851194
171642,0.0167578150049445
171643,0.13712640568597143
171644,0.022695878862769664
171645,0.0930856816709859
171646,0.10483000190100702
171647,0.10328468374916563
171648,0.19478263788447064
171649,0.02455891952712534
171650,0.04166192088534936
171651,0.25074158882648473
171652,0.012690264062066407
171653,0.002597316466398484
171654,0.0466803981821134
171655,0.4538328956913373
171656,0.02446538649088494
171657,0.03894692766967956
171658,0.042234443583220455
171659,0.031738392524875376
171660,0.09384364046387302
171661,0.010558467439562508
171662,0.20062644763611723
171663,0.05053349648720596
171664,0.058563014195687414
171665,0.46319175920931305
171666,0.03150452749372597
171667,0.07456822191748377
171668,0.19969169446980453
171669,0.11970721883076327
171670,0.2413831739385519
171671,0.051118519153267206
171672,0.03165809570420303
171673,0.016244871022000274
171674,0.02082014573884836
171675,0.002874891490531724
171676,0.034146287472752945
171677,0.11434378981749903
171678,0.02394217645247915
171679,0.021455362922132883
171680,0.03088231749782609
171681,0.19683842511555988
171682,0.09910366647550674
171683,0.045410935396077295
171684,0.04750569044848419
171685,0.026311617021906538
171686,0.13252192577853997
171687,0.42408515572501254
171688,0.2420023168294277
171689,0.017371540053088965
171690,0.031638211585729575
171691,0.05924828027830713
171692,0.04713509377450954
171693,0.0368348331743422
171694,0.0015795040202698256
171695,0.023668858603100022
171696,0.019281496818957758
171697,0.010435661001207075
171698,0.04882322663860579
171699,0.0159926402192188
171700,0.06315236383188799
171701,0.03912835373930414
171702,0.038488654656932464
171703,0.07692903017105185
171704,0.007749212306042962
171705,0.06355609647819367
171706,0.10413756993734428
171707,0.037708111349637745
171708,0.06763732478477301
171709,0.04054365752194093
171710,0.06507168055258082
171711,0.011721199653882604
171712,0.05240434690880698
171713,0.09170827515942835
171714,0.21789800402061618
171715,0.022772425850830804
171716,0.032969672017346484
171717,0.07039377562963278
171718,0.03351087790632185
171719,0.014710150304710587
171720,0.060470427244368595
171721,0.1152588401740459
171722,0.007043408025245847
171723,0.027858901079912225
171724,0.08600990424780587
171725,0.032324268580859766
171726,0.22076085039904217
171727,0.38163025346837204
171728,0.045977763323229955
171729,0.09027066185840957
171730,0.11896134016577202
171731,0.049568063395468966
171732,0.029340079738502046
171733,0.05839193115513447
171734,0.030267732129579974
171735,0.10401499623906331
171736,0.08669595339299095
171737,0.06747634442662859
171738,0.017054578940029146
171739,0.18823310988567687
171740,0.28696070188910494
171741,0.011448897032111586
171742,0.017856578120665555
171743,0.10762792318821073
171744,0.024409256204809864
171745,0.016571789157552638
171746,0.16975974641115407
171747,0.020773305604542335
171748,0.02773022913977809
171749,0.015761790050730803
171750,0.027013490035474392
171751,0.035310005301965076
171752,0.02081366417740763
171753,0.019020716060632242
171754,0.04755006972083429
171755,0.3078203192755097
171756,0.0329566493084821
171757,0.06891434991321757
171758,0.11598564953891936
171759,0.010379476297784865
171760,0.04372859725361961
171761,0.013734974182724603
171762,0.05239784768252672
171763,0.12278146270589008
171764,0.12967870290371053
171765,0.17483220794326337
171766,0.021858682907765548
171767,0.18088289938210905
171768,0.016717331566212017
171769,0.023540088577456233
171770,0.09497484492764154
171771,0.11196374154953513
171772,0.017269557792746956
171773,0.0749501635526405
171774,0.10406982502235256
171775,0.16130879965703637
171776,0.036522823095993716
171777,0.0741601053760042
171778,0.016338353933403903
171779,0.018155505816115504
171780,0.09554508634580575
171781,0.02335000804938077
171782,0.1047512924651969
171783,0.040239671123184426
171784,0.11333814914349152
171785,0.06766762474210188
171786,0.04985063423365804
171787,0.026896788275150525
171788,0.016107472851542657
171789,0.06356919812102105
